1360,11.9,1046,166,1056,113,1692,1268,13.6,48.9,0.7578,2.6
1272,6.5,836,131,1205,116,1490,1110,11.2,59.6,0.7888,1.6
1136,3.3,672,62,1453,76,1333,730,10.7,60,0.7702,1
1094,2.3,609,45,1579,60,1276,620,10.7,59.7,0.7648,0.9
1066,1.1,512,16,1918,28,1182,422,11,56.2,0.7366,0.7
1144,3.2,667,98,1490,82,1339,730,10.2,59.6,0.7417,1.1
1351,9.5,960,129,1079,101,1583,1028,10.5,60.6,0.7691,2.2
1233,6.3,827,112,1218,98,1446,860,10.8,58.4,0.7552,1.7
1179,5,762,95,1328,92,1362,671,10.5,57.9,0.7352,1.5
1236,5.2,774,104,1301,95,1401,664,9.5,66.8,0.7951,1.6
1286,7.3,869,146,1162,112,1537,799,8.3,76.4,0.8393,1.9
1310,8.8,933,184,1082,126,1647,946,8.3,79.8,0.8778,2.2
1581,20.8,1319,281,799,151,2083,1409,10.3,64.2,0.8065,4.8
1776,27.4,1488,383,702,172,2333,1704,9.7,69.3,0.8319,6.9
1640,24,1404,351,743,165,2191,1654,9.6,67.8,0.8133,6.1
1313,12.8,1076,240,957,136,1707,1285,9.1,64,0.7419,3.9
965,4.7,749,94,1325,85,1333,821,8.2,63.4,0.6905,1.5
913,2.6,629,47,1565,53,1252,552,8.2,60.8,0.6657,1
1080,5.9,805,122,1254,97,1375,816,8.3,58.5,0.6438,1.7
1044,6.4,829,133,1247,110,1378,832,7.7,59.7,0.6308,1.9
988,4.1,718,82,1396,91,1304,692,7.1,61.8,0.6276,1.4
847,1,501,30,1895,44,1155,394,6.3,65,0.6233,0.6
927,1.8,571,56,1685,71,1223,487,6.8,62.9,0.6234,0.8
1091,4.4,730,109,1387,104,1361,748,6.4,65.1,0.6316,1.4
1587,17.9,1236,307,897,141,1900,1400,7.3,63.1,0.6499,4.4
1350,14,1118,187,912,122,1712,1237,13.2,41.7,0.632,3.1
1263,11.6,1037,216,969,143,1598,1167,14.3,38.4,0.6243,2.7
1206,10.2,986,143,1035,113,1537,959,15,36.5,0.6195,2.1
1252,11,1016,160,1008,116,1593,983,16.1,34.5,0.6262,2.5
1287,12.8,1078,163,949,123,1660,1061,16.3,35.7,0.656,2.7
1353,14.2,1122,190,922,126,1740,1139,15.8,37,0.661,2.9
1309,12.7,1073,178,954,120,1657,1112,15.9,37.2,0.6657,2.8
1274,11.7,1041,150,1006,119,1610,994,16.9,34.3,0.6549,2.4
1510,19.3,1277,206,812,149,1910,1410,15.1,39.6,0.6766,3.9
1525,18.2,1246,202,821,145,1847,1448,14.4,43.4,0.7084,3.7
1598,20.1,1299,274,752,149,1941,1627,12.1,53.3,0.7536,4.4
1484,14.3,1127,253,839,139,1723,1491,11,59.1,0.774,3.5
1677,21.8,1346,300,741,134,2062,1657,9.7,64.6,0.7771,5.4
1196,7.4,873,139,1071,97,1463,1144,9.1,63.9,0.7423,1.9
1184,5.4,782,83,1176,82,1365,1043,8.8,63.9,0.7256,1.6
1112,5.1,770,139,1228,77,1409,940,6.3,71.9,0.6932,1.5
1408,15.1,1153,295,830,119,1777,1411,9.6,59.7,0.7124,3.7
1447,12.9,1081,250,869,126,1667,1465,12.4,51.2,0.7335,3.2
1542,16.1,1184,296,808,158,1780,1583,15.6,42.2,0.7451,4.1
1328,12.3,1059,153,987,124,1600,1101,19.4,31.3,0.695,2.8
1240,9.2,947,119,1049,116,1532,947,18.4,33.6,0.7042,2
1326,10.6,1000,148,976,125,1602,1084,16.7,37.8,0.7117,2.3
1473,15.5,1163,227,831,148,1779,1395,16.1,41,0.7451,3.2
